Region,Province,City,pop_density,Longitude,Latitude
Region V – Bicol,Camarines Sur,Tinambac,192,123.3710571,13.9042798
Region V – Bicol,Camarines Sur,Iriga City,814,123.4180473,13.4205369
Region V – Bicol,Camarines Sur,Naga City,2532,123.1948238,13.6217753
Region V – Bicol,Catanduanes,Bagamanoc,143,124.2887451,13.94037
Region V – Bicol,Catanduanes,Baras,117,124.3643423,13.6996667
Region V – Bicol,Catanduanes,Bato,438,124.3199316,13.6068651
Region V – Bicol,Catanduanes,Caramoran,114,124.1754442,13.819335
Region V – Bicol,Catanduanes,Gigmoto,46,124.353242,13.791267
Region V – Bicol,Catanduanes,Pandan,171,124.1623009,14.0382044
Region V – Bicol,Catanduanes,Panganiban,116,124.2754988,13.8935587
Region V – Bicol,Catanduanes,San Andres,220,124.0768102,13.6113216
Region V – Bicol,Catanduanes,San Miguel,115,124.2643871,13.6854096
Region V – Bicol,Catanduanes,Viga,137,124.3199316,13.8465045
Region V – Bicol,Catanduanes,Virac,483,124.2368826,13.5862748
Region V – Bicol,Masbate,Aroroy,196,123.3884924,12.4343877
Region V – Bicol,Masbate,Baleno,128,123.4607744,12.4095634
Region V – Bicol,Masbate,Balud,165,123.1913722,11.9699666
Region V – Bicol,Masbate,Batuan,268,123.7629465,12.3971807
Region V – Bicol,Masbate,Cataingan,263,123.9527031,11.9858771
Region V – Bicol,Masbate,Cawayan,258,123.7294198,12.0557941
Region V – Bicol,Masbate,Claveria,239,123.2363246,12.8796205
Region V – Bicol,Masbate,Dimasalang,177,123.8522923,12.167234
Region V – Bicol,Masbate,Esperanza,275,124.0084395,11.8112016
Region V – Bicol,Masbate,Mandaon,129,123.303714,12.292135
Region V – Bicol,Masbate,Milagros,102,123.5056016,12.2446462
Region V – Bicol,Masbate,Mobo,271,123.6399562,12.2657693
Region V – Bicol,Masbate,Monreal,207,123.6399562,12.6228602
Region V – Bicol,Masbate,Palanas,219,123.9080896,12.1102077
Region V – Bicol,Masbate,Pio V. Corpuz,260,124.041865,11.8557616
Region V – Bicol,Masbate,Placer,289,123.8634544,11.9192977
Region V – Bicol,Masbate,San Fernando,298,123.7182415,12.4827401
Region V – Bicol,Masbate,San Jacinto,248,123.684699,12.537074
Region V – Bicol,Masbate,San Pascual,189,123.0338767,13.0487597
Region V – Bicol,Masbate,Uson,344,123.7741195,12.1681478
Region V – Bicol,Masbate,Masbate,507,123.6248899,12.369731
Region V – Bicol,Sorsogon,Barcelona,343,124.1198102,12.8414943
Region V – Bicol,Sorsogon,Bulan,508,123.8877345,12.6649939
Region V – Bicol,Sorsogon,Bulusan,238,124.1223209,12.7490198
Region V – Bicol,Sorsogon,Casiguran,377,124.041865,12.8430016
Region V – Bicol,Sorsogon,Castilla,311,123.818798,12.955177
Region V – Bicol,Sorsogon,Donsol,318,123.5504076,12.9943166
Region V – Bicol,Sorsogon,Gubat,443,124.1227746,12.9201825
Region V – Bicol,Sorsogon,Irosin,378,124.041865,12.7239816
Region V – Bicol,Sorsogon,Juban,266,123.9527031,12.8163129
Region V – Bicol,Sorsogon,Magallanes,247,123.8634544,12.7895466
Region V – Bicol,Sorsogon,Matnog,253,124.0577755,12.6077499
Region V – Bicol,Sorsogon,Pilar,301,123.6846987,12.9348973
Region V – Bicol,Sorsogon,Prieto Diaz,457,124.1643201,13.0334055
Region V – Bicol,Sorsogon,Santa Magdalena,387,124.1017044,12.641824
Region V – Bicol,Sorsogon,Sorsogon,609,124.0078957,12.9725577
Region VI – Western Visayas,Aklan,Altavas,226,122.4580469,11.5189263
Region VI – Western Visayas,Aklan,Balete,243,122.367428,11.5301897
Region VI – Western Visayas,Aklan,Banga,467,122.3220894,11.5755637
Region VI – Western Visayas,Aklan,Batan,404,122.5259596,11.5699736
Region VI – Western Visayas,Aklan,Buruanga,337,121.9131761,11.8259677
Region VI – Western Visayas,Aklan,Ibajay,312,122.185957,11.751862
Region VI – Western Visayas,Aklan,Kalibo,1588,122.371559,11.706724
Region VI – Western Visayas,Aklan,Lezo,651,122.3220894,11.6750175
Region VI – Western Visayas,Aklan,Libacao,111,122.2880726,11.4109251
Region VI – Western Visayas,Aklan,Madalag,68,122.1973081,11.4617735
Region VI – Western Visayas,Aklan,Makato,264,122.2767313,11.7006146
Region VI – Western Visayas,Aklan,Malay,4969,121.958687,11.9003045
Region VI – Western Visayas,Aklan,Malinao,125,122.2427,11.6152751
Region VI – Western Visayas,Aklan,Nabas,376,122.026918,11.851712
Region VI – Western Visayas,Aklan,New Washington,675,122.4127472,11.643754
Region VI – Western Visayas,Aklan,Numancia,1107,122.3390936,11.7176683
Region VI – Western Visayas,Aklan,Tangalan,353,122.2313539,11.7461613
Region VI – Western Visayas,Antique,Anini-y,434,121.958687,10.4515207
Region VI – Western Visayas,Antique,Barbaza,147,122.0541271,11.2231318
Region VI – Western Visayas,Antique,Belison,684,121.9871217,10.8475866
Region VI – Western Visayas,Antique,Bugasong,165,122.1405413,11.1016314
Region VI – Western Visayas,Antique,Caluya,259,121.390898,12.068418
Region VI – Western Visayas,Antique,Culasi,180,122.1064668,11.433122
Region VI – Western Visayas,Antique,Hamtic,430,122.0155491,10.6518851
Region VI – Western Visayas,Antique,Laua-an,259,122.1178261,11.1637611
Region VI – Western Visayas,Antique,Libertad,169,121.958687,11.7802927
Region VI – Western Visayas,Antique,Pandan,301,122.0994209,11.74214
Region VI – Western Visayas,Antique,Patnongon,221,122.0610174,10.9230273
Region VI – Western Visayas,Antique,San Jose,1288,121.941131,10.743334
Region VI – Western Visayas,Antique,San Remigio,78,122.1973081,10.9071134
Region VI – Western Visayas,Antique,Sebaste,160,122.1178261,11.5809775
Region VI – Western Visayas,Antique,Sibalom,300,122.0610174,10.7650193
Region VI – Western Visayas,Antique,Tibiao,151,122.0585226,11.2953463
Region VI – Western Visayas,Antique,Tobias Fornier,295,121.9700618,10.4994417
Region VI – Western Visayas,Antique,Valderrama,66,122.1973081,11.0652099
Region VI – Western Visayas,Capiz,Cuartero,257,122.740723,11.3155974
Region VI – Western Visayas,Capiz,Dao,367,122.7068429,11.3889504
Region VI – Western Visayas,Capiz,Dumalag,270,122.616441,11.321061
Region VI – Western Visayas,Capiz,Dumarao,198,122.695547,11.2421989
Region VI – Western Visayas,Capiz,Ivisan,536,122.6842498,11.5302869
Region VI – Western Visayas,Capiz,Jamindan,89,122.3787597,11.3997976
Region VI – Western Visayas,Capiz,Ma-ayon,270,122.831015,11.3438775
Region VI – Western Visayas,Capiz,Mambusao,290,122.593828,11.4425704
Region VI – Western Visayas,Capiz,Panay,396,122.6277455,11.3888799
Region VI – Western Visayas,Capiz,Panitan,448,122.7745919,11.4595785
Region VI – Western Visayas,Capiz,Pilar,581,123.011357,11.479126
Region VI – Western Visayas,Capiz,Pontevedra,355,122.8761309,11.417207
Region VI – Western Visayas,Capiz,President Roxas,381,122.9663018,11.4058843
Region VI – Western Visayas,Capiz,Sapi-an,245,122.593828,11.5019953
Region VI – Western Visayas,Capiz,Sigma,296,122.695547,11.4397974
Region VI – Western Visayas,Capiz,Tapaz,99,122.4014193,11.2979492
Region VI – Western Visayas,Capiz,Roxas City,1757,122.75711,11.583465
Region VI – Western Visayas,Guimaras,Buenavista,436,122.650351,10.6967157
Region VI – Western Visayas,Guimaras,Jordan,286,122.587778,10.595976
Region VI – Western Visayas,Guimaras,Nueva Valencia,290,122.5598994,10.4329226
Region VI – Western Visayas,Guimaras,San Lorenzo,246,122.6842498,10.6045773
Region VI – Western Visayas,Guimaras,Sibunag,175,122.650351,10.5008371
Region VI – Western Visayas,Iloilo,Ajuy,298,123.0113568,11.1246161
Region VI – Western Visayas,Iloilo,Alimodian,265,122.367428,10.8773088
Region VI – Western Visayas,Iloilo,Anilao,337,122.740723,11.0002604
Region VI – Western Visayas,Iloilo,Badiangan,348,122.5259596,10.9964817
Region VI – Western Visayas,Iloilo,Balasan,610,123.0901539,11.4592707
Region VI – Western Visayas,Iloilo,Banate,443,122.8155554,11.000592
Region VI – Western Visayas,Iloilo,Barotac Nuevo,573,122.740723,10.9216153
Region VI – Western Visayas,Iloilo,Barotac Viejo,247,122.8761309,11.0625316
Region VI – Western Visayas,Iloilo,Batad,401,123.1126559,11.4169972
Region VI – Western Visayas,Iloilo,Bingawan,178,122.593828,11.2052871
Region VI – Western Visayas,Iloilo,Cabatuan,518,122.5146439,10.9091869
Region VI – Western Visayas,Iloilo,Calinog,220,122.5146439,11.1457896
Region VI – Western Visayas,Iloilo,Carles,655,123.236325,11.568753
Region VI – Western Visayas,Iloilo,Concepcion,501,123.1044322,11.2147313
Region VI – Western Visayas,Iloilo,Dingle,461,122.650351,11.0111309
Region VI – Western Visayas,Iloilo,Dueñas,378,122.593828,11.067183
Region VI – Western Visayas,Iloilo,Dumangas,537,122.695547,10.8484102
Region VI – Western Visayas,Iloilo,Estancia,1652,123.1463992,11.4619823
Region VI – Western Visayas,Iloilo,Guimbal,758,122.2994127,10.6686639
Region VI – Western Visayas,Iloilo,Igbaras,215,122.2427,10.7440839
Region VI – Western Visayas,Iloilo,Janiuay,357,122.424074,10.998767
Region VI – Western Visayas,Iloilo,Lambunao,181,122.424074,11.077708
Region VI – Western Visayas,Iloilo,Leganes,1009,122.593828,10.7916725
Region VI – Western Visayas,Iloilo,Lemery,224,122.9212265,11.214412
Region VI – Western Visayas,Iloilo,Leon,304,122.3447611,10.8208599
Region VI – Western Visayas,Iloilo,Maasin,287,122.4333105,10.8914767
Region VI – Western Visayas,Iloilo,Miagao,431,122.1973081,10.6705468
Region VI – Western Visayas,Iloilo,Mina,543,122.5712101,10.9516879
Region VI – Western Visayas,Iloilo,New Lucena,527,122.57121,10.872971
Region VI – Western Visayas,Iloilo,Oton,1031,122.4562615,10.7240176
Region VI – Western Visayas,Iloilo,Pavia,2048,122.5259596,10.7603368
Region VI – Western Visayas,Iloilo,Pototan,773,122.6390489,10.9239245
Region VI – Western Visayas,Iloilo,San Dionisio,305,123.1014056,11.3101048
Region VI – Western Visayas,Iloilo,San Enrique,307,122.7294309,11.1098942
Region VI – Western Visayas,Iloilo,San Joaquin,221,122.1396745,10.5887998
Region VI – Western Visayas,Iloilo,San Miguel,866,122.463708,10.7823601
Region VI – Western Visayas,Iloilo,San Rafael,247,122.831015,11.1467423
Region VI – Western Visayas,Iloilo,Santa Barbara,456,122.5485873,10.8166467
Region VI – Western Visayas,Iloilo,Sara,311,123.000095,11.2932407
Region VI – Western Visayas,Iloilo,Tigbauan,749,122.3787597,10.7283347
Region VI – Western Visayas,Iloilo,Tubungan,264,122.2767313,10.7893861
Region VI – Western Visayas,Iloilo,Zarraga,470,122.6164409,10.8283042
Region VI – Western Visayas,Iloilo,Passi,320,122.650351,11.1687967
Region VI – Western Visayas,Iloilo,Iloilo City,5719,122.5662526,10.6986484
Region VII – Central Visayas,Bohol,Alburquerque,391,123.953707,9.632099
Region VII – Central Visayas,Bohol,Alicia,205,124.4309165,9.8798859
Region VII – Central Visayas,Bohol,Anda,266,124.5639142,9.7692424
Region VII – Central Visayas,Bohol,Antequera,122,123.920219,9.7740668
Region VII – Central Visayas,Bohol,Baclayon,598,123.919245,9.6323687
Region VII – Central Visayas,Bohol,Balilihan,141,123.997295,9.7670437
Region VII – Central Visayas,Bohol,Batuan,262,124.1198102,9.800987
Region VII – Central Visayas,Bohol,Bien Unido,990,124.37325,10.1210626
Region VII – Central Visayas,Bohol,Bilar,136,124.086413,9.718768
Region VII – Central Visayas,Bohol,Buenavista,284,124.1754442,10.053061
Region VII – Central Visayas,Bohol,Calape,410,123.8746152,9.8862984
Region VII – Central Visayas,Bohol,Candijay,285,124.4863567,9.8257967
Region VII – Central Visayas,Bohol,Carmen,193,124.1976882,9.8398971
Region VII – Central Visayas,Bohol,Catigbian,200,124.041865,9.8385449
Region VII – Central Visayas,Bohol,Clarin,390,124.0577994,9.9567237
Region VII – Central Visayas,Bohol,Corella,228,123.9415518,9.687231
Region VII – Central Visayas,Bohol,Cortes,621,123.8969328,9.7113414
Region VII – Central Visayas,Bohol,Dagohoy,247,124.2844697,9.8996343
Region VII – Central Visayas,Bohol,Danao,110,124.2202732,9.9474185
Region VII – Central Visayas,Bohol,Dauis,1054,123.8233901,9.6074028
Region VII – Central Visayas,Bohol,Dimiao,106,124.1420679,9.6647867
Region VII – Central Visayas,Bohol,Duero,184,124.3865392,9.7324527
Region VII – Central Visayas,Bohol,Garcia Hernandez,286,124.2754988,9.6688372
Region VII – Central Visayas,Bohol,Getafe,173,124.1754442,10.1298013
Region VII – Central Visayas,Bohol,Guindulman,258,124.4752715,9.7794424
Region VII – Central Visayas,Bohol,Inabanga,272,124.0674291,10.0314085
Region VII – Central Visayas,Bohol,Jagna,281,124.3653473,9.6504905
Region VII – Central Visayas,Bohol,Lila,303,124.097547,9.6125422
Region VII – Central Visayas,Bohol,Loay,346,124.0139789,9.5995837
Region VII – Central Visayas,Bohol,Loboc,277,124.0307246,9.6581656
Region VII – Central Visayas,Bohol,Loon,380,123.7936814,9.7986144
Region VII – Central Visayas,Bohol,Mabini,260,124.5306837,9.8969072
Region VII – Central Visayas,Bohol,Maribojoc,419,123.8522923,9.7546244
Region VII – Central Visayas,Bohol,Panglao,702,123.7985544,9.5986918
Region VII – Central Visayas,Bohol,Pilar,226,124.3532417,9.8411457
Region VII – Central Visayas,Bohol,Pres. Carlos P. Garcia,426,124.5860608,10.1099354
Region VII – Central Visayas,Bohol,Sagbayan,321,124.097547,9.899196
Region VII – Central Visayas,Bohol,San Isidro,146,124.5057525,10.0549531
Region VII – Central Visayas,Bohol,San Miguel,196,124.3088255,9.9991848
Region VII – Central Visayas,Bohol,Sevilla,91,124.0307246,9.6963683
Region VII – Central Visayas,Bohol,Sierra Bullones,124,124.3088255,9.7699125
Region VII – Central Visayas,Bohol,Sikatuna,176,123.986149,9.6822494
Region VII – Central Visayas,Bohol,Talibon,477,124.2643871,10.1576954
Region VII – Central Visayas,Bohol,Trinidad,164,124.3421397,10.0622792
Region VII – Central Visayas,Bohol,Tubigon,561,123.9638531,9.9144971
Region VII – Central Visayas,Bohol,Ubay,220,124.4483683,9.9932029
Region VII – Central Visayas,Bohol,Valencia,244,124.211808,9.6113069
Region VII – Central Visayas,Bohol,Tagbilaran City,2878,123.8556441,9.6430338
Region VII – Central Visayas,Cebu,Alcantara,431,123.4551696,9.9673972
Region VII – Central Visayas,Cebu,Alcoy,275,123.4607744,9.7117325
Region VII – Central Visayas,Cebu,Alegria,260,123.3710571,9.7600548
Region VII – Central Visayas,Cebu,Aloguinsan,518,123.5616058,10.1917127
Region VII – Central Visayas,Cebu,Argao,378,123.5504076,9.9325808
Region VII – Central Visayas,Cebu,Asturias,251,123.8187977,10.5966862
Region VII – Central Visayas,Cebu,Badian,344,123.4159263,9.8320892
Region VII – Central Visayas,Cebu,Balamban,261,123.7741195,10.4858484
Region VII – Central Visayas,Cebu,Bantayan,968,123.7462457,11.1843073
Region VII – Central Visayas,Cebu,Barili,604,123.5393105,10.1219023
Region VII – Central Visayas,Cebu,Boljoon,140,123.4495644,9.6457398
Region VII – Central Visayas,Cebu,Borbon,294,123.997295,10.8462735
Region VII – Central Visayas,Cebu,Carmen,605,124.0186256,10.5937044
Region VII – Central Visayas,Cebu,Catmon,278,124.0121178,10.7208936
Region VII – Central Visayas,Cebu,Compostela,889,123.9805756,10.4659
Region VII – Central Visayas,Cebu,Consolacion,894,123.9415518,10.4367842
Region VII – Central Visayas,Cebu,Cordova,3482,123.9415518,10.2438638
Region VII – Central Visayas,Cebu,Daanbantayan,915,124.0173086,11.2464955
Region VII – Central Visayas,Cebu,Dalaguete,436,123.5056016,9.783662
Region VII – Central Visayas,Cebu,Dumanjug,599,123.4719832,10.0281876
Region VII – Central Visayas,Cebu,Ginatilan,227,123.3598366,9.5786947
Region VII – Central Visayas,Cebu,Liloan,2586,123.986149,10.412129
Region VII – Central Visayas,Cebu,Madridejos,1521,123.7350084,11.2641918
Region VII – Central Visayas,Cebu,Malabuyoc,280,123.3710571,9.6446914
Region VII – Central Visayas,Cebu,Medellin,756,123.986149,11.1491043
Region VII – Central Visayas,Cebu,Minglanilla,2014,123.7889922,10.2433023
Region VII – Central Visayas,Cebu,Moalboal,249,123.40076,9.955661
Region VII – Central Visayas,Cebu,Oslob,207,123.4159263,9.5630395
Region VII – Central Visayas,Cebu,Pilar,349,124.519604,10.7517764
Region VII – Central Visayas,Cebu,Pinamungahan,604,123.6063855,10.2638281
Region VII – Central Visayas,Cebu,Poro,396,124.416207,10.701733
Region VII – Central Visayas,Cebu,Ronda,357,123.4495644,9.9921376
Region VII – Central Visayas,Cebu,Samboan,462,123.337392,9.504359
Region VII – Central Visayas,Cebu,San Fernando,955,123.6846987,10.1871162
Region VII – Central Visayas,Cebu,San Francisco,516,124.353242,10.647186
Region VII – Central Visayas,Cebu,San Remigio,604,123.9415518,10.960102
Region VII – Central Visayas,Cebu,Santa Fe,1020,123.7908763,11.1691325
Region VII – Central Visayas,Cebu,Santander,605,123.3373916,9.446844
Region VII – Central Visayas,Cebu,Sibonga,361,123.595192,10.043106
Region VII – Central Visayas,Cebu,Sogod,294,123.9638531,10.7631166
Region VII – Central Visayas,Cebu,Tabogon,385,123.997295,10.923947
Region VII – Central Visayas,Cebu,Tabuelan,182,123.9080896,10.8573793
Region VII – Central Visayas,Cebu,Tuburan,284,123.863454,10.707582
Region VII – Central Visayas,Cebu,Tudela,342,124.4752715,10.6609238
Region VII – Central Visayas,Cebu,Bogo,755,123.986149,11.0128292
Region VII – Central Visayas,Cebu,Carcar,1025,123.6399562,10.1151105
Region VII – Central Visayas,Cebu,Danao City,1272,123.952703,10.54175
Region VII – Central Visayas,Cebu,Naga,1135,123.7572942,10.2084984
Region VII – Central Visayas,Cebu,Talisay,5710,123.829964,10.256987
Region VII – Central Visayas,Cebu,Toledo City,788,123.6502788,10.3870103
Region VII – Central Visayas,Cebu,Cebu City,2929,123.885437,10.315699
Region VII – Central Visayas,Cebu,Lapu-lapu City,7024,123.997295,10.2661822
Region VII – Central Visayas,Cebu,Mandaue City,14402,123.9415518,10.3402623
Region VII – Central Visayas,Siquijor,Enrique Villanueva,213,123.6373254,9.2721592
Region VII – Central Visayas,Siquijor,Larena,278,123.606385,9.246337
Region VII – Central Visayas,Siquijor,Lazi,290,123.5951925,9.1237254
Region VII – Central Visayas,Siquijor,Maria,259,123.651144,9.165458
Region VII – Central Visayas,Siquijor,San Juan,335,123.5168051,9.1604408
Region VII – Central Visayas,Siquijor,Siquijor,296,123.595192,9.199878
Negros Island Region (NIR),Negros Occidental,Binalbagan,354,122.8664849,10.1999593
Negros Island Region (NIR),Negros Occidental,Calatrava,160,123.4159263,10.6062889
Negros Island Region (NIR),Negros Occidental,Candoni,99,122.650351,9.7610592
Negros Island Region (NIR),Negros Occidental,Cauayan,196,122.58252,9.942985
Negros Island Region (NIR),Negros Occidental,Enrique B. Magalona,556,123.0113568,10.8891201
Negros Island Region (NIR),Negros Occidental,Hinigaran,553,122.854985,10.271355
Negros Island Region (NIR),Negros Occidental,Hinoba-an,137,122.5194418,9.5463157
Negros Island Region (NIR),Negros Occidental,Ilog,178,122.740723,9.983971
Negros Island Region (NIR),Negros Occidental,Isabela,348,123.0113568,10.2256635
Negros Island Region (NIR),Negros Occidental,La Castellana,404,123.0198024,10.3194742
Negros Island Region (NIR),Negros Occidental,Manapla,486,123.1463992,10.9119601
Negros Island Region (NIR),Negros Occidental,Moises Padilla,287,123.112656,10.262686
Negros Island Region (NIR),Negros Occidental,Murcia,291,123.1014056,10.5656309
Negros Island Region (NIR),Negros Occidental,Pontevedra,467,122.921226,10.352659
Negros Island Region (NIR),Negros Occidental,Pulupandan,1500,122.8140914,10.5259472
Negros Island Region (NIR),Negros Occidental,Salvador Benedicto,150,123.254713,10.564136
Negros Island Region (NIR),Negros Occidental,San Enrique,829,122.8648538,10.4273504
Negros Island Region (NIR),Negros Occidental,Toboso,359,123.4607744,10.7176887
Negros Island Region (NIR),Negros Occidental,Valladolid,788,122.8422959,10.4689768
Negros Island Region (NIR),Negros Occidental,Bago City,460,122.966302,10.503405
Negros Island Region (NIR),Negros Occidental,Cadiz City,295,123.213851,10.8060057
Negros Island Region (NIR),Negros Occidental,Escalante,488,123.505602,10.829146
Negros Island Region (NIR),Negros Occidental,Himamaylan,291,122.8683684,10.0902184
Negros Island Region (NIR),Negros Occidental,Kabankalan,260,122.853576,9.913412
Negros Island Region (NIR),Negros Occidental,La Carlota City,470,123.000095,10.4117687
Negros Island Region (NIR),Negros Occidental,Sagay City,443,123.408176,10.8783445
Negros Island Region (NIR),Negros Occidental,San Carlos City,294,123.4128956,10.4837342
Negros Island Region (NIR),Negros Occidental,Silay City,576,123.087562,10.752818
Negros Island Region (NIR),Negros Occidental,Sipalay,185,122.4920088,9.7197887
Negros Island Region (NIR),Negros Occidental,Talisay,508,123.011357,10.732505
Negros Island Region (NIR),Negros Occidental,Victorias,657,123.0901539,10.8698236
Negros Island Region (NIR),Negros Occidental,Bacolod City,3496,122.968956,10.640739
Negros Island Region (NIR),Negros Oriental,Amlan,211,123.1801309,9.4443634
Negros Island Region (NIR),Negros Oriental,Ayungon,175,123.1389366,9.8500812
Negros Island Region (NIR),Negros Oriental,Bacong,906,123.2644093,9.2391819
Negros Island Region (NIR),Negros Oriental,Basay,164,122.68425,9.438637
Negros Island Region (NIR),Negros Oriental,Bindoy,229,123.0563914,9.7945327
Negros Island Region (NIR),Negros Oriental,Dauin,244,123.236325,9.199083
Negros Island Region (NIR),Negros Oriental,Jimalalud,222,123.1014056,10.0215739
Negros Island Region (NIR),Negros Oriental,La Libertad,221,123.191372,10.050204
Negros Island Region (NIR),Negros Oriental,Mabinay,247,122.9437667,9.7488302
Negros Island Region (NIR),Negros Oriental,Manjuyod,160,123.1014056,9.6739192
Negros Island Region (NIR),Negros Oriental,Pamplona,186,123.0563914,9.4478304
Negros Island Region (NIR),Negros Oriental,San Jose,375,123.225088,9.401249
Negros Island Region (NIR),Negros Oriental,Santa Catalina,145,122.9437667,9.2867599
Negros Island Region (NIR),Negros Oriental,Siaton,231,123.033877,9.124253
Negros Island Region (NIR),Negros Oriental,Sibulan,365,123.1576444,9.3508301
Negros Island Region (NIR),Negros Oriental,Tayasan,230,123.101406,9.944174
Negros Island Region (NIR),Negros Oriental,Valencia,236,123.1913722,9.2802603
Negros Island Region (NIR),Negros Oriental,Vallehermoso,378,123.2924859,10.3390548
Negros Island Region (NIR),Negros Oriental,Zamboanguita,321,123.1463992,9.1701181
Negros Island Region (NIR),Negros Oriental,Bais City,239,123.121179,9.591569
Negros Island Region (NIR),Negros Oriental,Bayawan,169,122.8535755,9.4498906
Negros Island Region (NIR),Negros Oriental,Canlaon City,319,123.191372,10.360478
Negros Island Region (NIR),Negros Oriental,Dumaguete City,3908,123.303589,9.2982075
Negros Island Region (NIR),Negros Oriental,Guihulngan,247,123.213851,10.18323
Negros Island Region (NIR),Negros Oriental,Tanjay,292,122.9663018,9.4957882
Region VIII – Eastern Visayas,Biliran,Almeria,295,124.4087307,11.6395872
Region VIII – Eastern Visayas,Biliran,Biliran,240,124.4974405,11.5106303
Region VIII – Eastern Visayas,Biliran,Cabucgayan,384,124.563914,11.50169
Region VIII – Eastern Visayas,Biliran,Caibiran,270,124.5639142,11.560095
Region VIII – Eastern Visayas,Biliran,Culaba,168,124.519604,11.644059
Region VIII – Eastern Visayas,Biliran,Kawayan,333,124.4087307,11.6786399
Region VIII – Eastern Visayas,Biliran,Maripipi,257,124.319932,11.788487
Region VIII – Eastern Visayas,Biliran,Naval,505,124.4096813,11.5657811
Region VIII – Eastern Visayas,Eastern Samar,Arteche,115,125.4124355,12.2873347
Region VIII – Eastern Visayas,Eastern Samar,Balangiga,74,125.3685679,11.2092175
