Region,Province,City,pop_density,Longitude,Latitude
National Capital Region,Metro Manila,Manila,71263,120.9842195,14.5995124
National Capital Region,Metro Manila,Quezon City,17099,121.0437003,14.6760413
National Capital Region,Metro Manila,Calaoocan,28387,121.0449768,14.7565784
National Capital Region,Metro Manila,Pasay,29815,121.0013794,14.5377516
National Capital Region,Metro Manila,Las Piñas,18014,120.993874,14.444546
National Capital Region,Metro Manila,Makati,27010,121.0244452,14.554729
National Capital Region,Metro Manila,Malabon,23267,120.9658454,14.6680747
National Capital Region,Metro Manila,Mandaluyong,41580,121.0359174,14.5794443
National Capital Region,Metro Manila,Marikina,20945,121.1028546,14.65073
National Capital Region,Metro Manila,Muntinlupa,12692,121.0414667,14.4081327
National Capital Region,Metro Manila,Navotas,27904,120.9398467,14.6714904
National Capital Region,Metro Manila,Parañaque,14297,121.019823,14.479309
National Capital Region,Metro Manila,Pasig,15586,121.0851097,14.5763768
National Capital Region,Metro Manila,San Juan,20534,121.0368893,14.5994146
National Capital Region,Metro Manila,Taguig City,17804,121.0508645,14.5176184
National Capital Region,Metro Manila,Valenzuela,13195,120.9830225,14.7010556
National Capital Region,Metro Manila,Municipality of Pateros,6138,121.070773,14.5483779
Cordillera Administrative Region (CAR),Abra,Bangued,353,121.0222626,14.6585474
Cordillera Administrative Region (CAR),Abra,Boliney,17,120.8728615,17.3674569
Cordillera Administrative Region (CAR),Abra,Bucay,168,120.7234992,17.5301886
Cordillera Administrative Region (CAR),Abra,Bucloc,39,120.8422548,17.4437463
Cordillera Administrative Region (CAR),Abra,Daguioman,18,120.9646866,17.4361335
Cordillera Administrative Region (CAR),Abra,Danglas,27,120.6429991,17.7449596
Cordillera Administrative Region (CAR),Abra,Dolores,238,120.7292472,17.6507819
Cordillera Administrative Region (CAR),Abra,La Paz,300,120.6545022,17.6477334
Cordillera Administrative Region (CAR),Abra,Lacub,14,120.9646866,17.6893614
Cordillera Administrative Region (CAR),Abra,Lagangilang,115,120.792458,17.624061
Cordillera Administrative Region (CAR),Abra,Lagayan,21,120.734995,17.7714339
Cordillera Administrative Region (CAR),Abra,Langiden,28,120.5394232,17.6038662
Cordillera Administrative Region (CAR),Abra,Licuan-Baay,18,120.8728615,17.5785363
Cordillera Administrative Region (CAR),Abra,Luba,43,120.6890055,17.3141801
Cordillera Administrative Region (CAR),Abra,Malibcong,12,121.0105733,17.5969743
Cordillera Administrative Region (CAR),Abra,Manabo,133,120.734995,17.390888
Cordillera Administrative Region (CAR),Abra,Peñarrubia,170,120.654502,17.541954
Cordillera Administrative Region (CAR),Abra,Pidigan,248,120.5624474,17.5364447
Cordillera Administrative Region (CAR),Abra,Pilar,155,120.5854674,17.3844671
Cordillera Administrative Region (CAR),Abra,Sallapadan,51,120.7619678,17.4925404
Cordillera Administrative Region (CAR),Abra,San Isidro,95,120.6142365,17.4800566
Cordillera Administrative Region (CAR),Abra,San Juan,154,120.7315061,17.6809179
Cordillera Administrative Region (CAR),Abra,San Quintin,82,120.5163949,17.5230804
Cordillera Administrative Region (CAR),Abra,Tayum,260,120.6775054,17.6014831
Cordillera Administrative Region (CAR),Abra,Tineg,7,120.9417368,17.8412338
Cordillera Administrative Region (CAR),Abra,Tubo,12,120.8498944,17.265891
Cordillera Administrative Region (CAR),Abra,Villaviciosa,52,120.6545022,17.3939539
Cordillera Administrative Region (CAR),Apayao,Calanasan,10,121.03351,18.2479181
Cordillera Administrative Region (CAR),Apayao,Conner,38,121.2168466,17.7929294
Cordillera Administrative Region (CAR),Apayao,Flora,42,121.422761,18.1145991
Cordillera Administrative Region (CAR),Apayao,Kabugao,17,121.1864294,18.0109412
Cordillera Administrative Region (CAR),Apayao,Luna,31,121.2168466,18.2995338
Cordillera Administrative Region (CAR),Apayao,Pudtol,37,121.2855249,18.1393236
Cordillera Administrative Region (CAR),Apayao,Santa Marcela,69,121.43419,18.291778
Cordillera Administrative Region (CAR),Benguet,Atok,91,120.6890055,16.597449
Cordillera Administrative Region (CAR),Benguet,Bakun,54,120.6890055,16.8079575
Cordillera Administrative Region (CAR),Benguet,Bokod,50,120.7809676,16.4564063
Cordillera Administrative Region (CAR),Benguet,Buguias,248,120.8368171,16.7491571
Cordillera Administrative Region (CAR),Benguet,Itogon,133,120.6890055,16.3451812
Cordillera Administrative Region (CAR),Benguet,Kabayan,63,120.8269231,16.6170249
Cordillera Administrative Region (CAR),Benguet,Kapangan,118,120.5969758,16.6123793
Cordillera Administrative Region (CAR),Benguet,Kibungan,68,120.6890055,16.6816218
Cordillera Administrative Region (CAR),Benguet,La Trinidad,1844,120.5854674,16.4774284
Cordillera Administrative Region (CAR),Benguet,Mankayan,276,120.7809676,16.8770346
Cordillera Administrative Region (CAR),Benguet,Sablan,108,120.5163949,16.4885206
Cordillera Administrative Region (CAR),Benguet,Tuba,161,120.5739579,16.3005173
Cordillera Administrative Region (CAR),Benguet,Tublay,174,120.6314948,16.5120921
Cordillera Administrative Region (CAR),Benguet,Baguio City,6005,120.5960071,16.4023332
Cordillera Administrative Region (CAR),Ifugao,Aguinaldo,36,121.3312882,16.952911
Cordillera Administrative Region (CAR),Ifugao,Alfonso Lista,92,121.4913182,16.988521
Cordillera Administrative Region (CAR),Ifugao,Asipulo,83,121.0398298,16.7536572
Cordillera Administrative Region (CAR),Ifugao,Banaue,114,121.1022942,16.9496263
Cordillera Administrative Region (CAR),Ifugao,Hingyon,149,121.1022942,16.8655953
Cordillera Administrative Region (CAR),Ifugao,Hungduan,36,121.0105733,16.8389028
Cordillera Administrative Region (CAR),Ifugao,Kiangan,85,121.0986722,16.7712337
Cordillera Administrative Region (CAR),Ifugao,Lagawe,93,121.1226046,16.7974285
Cordillera Administrative Region (CAR),Ifugao,Lamut,169,121.193945,16.6824142
Cordillera Administrative Region (CAR),Ifugao,Mayoyao,73,121.2168466,16.9513131
Cordillera Administrative Region (CAR),Ifugao,Tinoc,69,120.9748491,16.7034987
Cordillera Administrative Region (CAR),Kalinga,Balbalan,22,121.1481284,17.5309531
Cordillera Administrative Region (CAR),Kalinga,Lubuagan,37,121.0105733,17.3018126
Cordillera Administrative Region (CAR),Kalinga,Pasil,51,121.1022942,17.4124793
Cordillera Administrative Region (CAR),Kalinga,Pinukpuk,43,121.3084088,17.6082869
Cordillera Administrative Region (CAR),Kalinga,Rizal,60,121.6054893,17.4929726
Cordillera Administrative Region (CAR),Kalinga,Tanudan,31,121.2397438,17.2625583
Cordillera Administrative Region (CAR),Kalinga,Tinglayan,45,121.1022942,17.2440386
Cordillera Administrative Region (CAR),Kalinga,Tabuk,158,121.4384498,17.4117354
Cordillera Administrative Region (CAR),Mountain Province,Barlig,21,121.1435274,17.0399912
Cordillera Administrative Region (CAR),Mountain Province,Bauko,182,120.8728615,16.9880897
Cordillera Administrative Region (CAR),Mountain Province,Besao,41,120.8384093,17.1097133
Cordillera Administrative Region (CAR),Mountain Province,Bontoc,62,120.9759199,17.0905986
Cordillera Administrative Region (CAR),Mountain Province,Natonin,41,121.2855249,17.1286233
Cordillera Administrative Region (CAR),Mountain Province,Paracelis,49,121.4913182,17.1562214
Cordillera Administrative Region (CAR),Mountain Province,Sabangan,129,120.9302603,16.9469291
Cordillera Administrative Region (CAR),Mountain Province,Sadanga,34,121.0564425,17.167666
Cordillera Administrative Region (CAR),Mountain Province,Sagada,101,120.907304,17.0981353
Cordillera Administrative Region (CAR),Mountain Province,Tadian,123,120.8154358,16.9660794
Region I – Ilocos ,Ilocos Norte,Adams,11,120.9187827,18.4590814
Region I – Ilocos ,Ilocos Norte,Bacarra,493,120.6084832,18.2703871
Region I – Ilocos ,Ilocos Norte,Badoc,412,120.4933624,17.9084723
Region I – Ilocos ,Ilocos Norte,Bangui,135,120.7349584,18.5127343
Region I – Ilocos ,Ilocos Norte,Banna,210,120.6429991,17.9567926
Region I – Ilocos ,Ilocos Norte,Burgos,76,120.6429991,18.4659943
Region I – Ilocos ,Ilocos Norte,Carasi,19,120.8728615,18.2130413
Region I – Ilocos ,Ilocos Norte,Currimao,358,120.510106,18.0029484
Region I – Ilocos ,Ilocos Norte,Dingras,402,120.7234992,18.0804954
Region I – Ilocos ,Ilocos Norte,Dumalneg,32,120.8269231,18.4755816
Region I – Ilocos ,Ilocos Norte,Marcos,244,120.7005044,18.0209461
Region I – Ilocos ,Ilocos Norte,Nueva Era,18,120.734995,17.9407858
Region I – Ilocos ,Ilocos Norte,Pagudpud,122,120.8220827,18.5874677
Region I – Ilocos ,Ilocos Norte,Paoay,326,120.5163949,18.0742373
Region I – Ilocos ,Ilocos Norte,Pasuquin,180,120.6429991,18.3385923
Region I – Ilocos ,Ilocos Norte,Piddig,99,120.7809676,18.1869397
Region I – Ilocos ,Ilocos Norte,Pinili,193,120.5394232,17.9429435
Region I – Ilocos ,Ilocos Norte,San Nicolas,914,120.5854674,18.1470823
Region I – Ilocos ,Ilocos Norte,Sarrat,439,120.6545022,18.1137855
Region I – Ilocos ,Ilocos Norte,Solsona,145,120.7809676,18.102185
Region I – Ilocos ,Ilocos Norte,Vintar,52,120.7809676,18.3141291
Region I – Ilocos ,Ilocos Norte,Batac,343,120.5940777,18.0460318
Region I – Ilocos ,Ilocos Norte,Laoag City,957,120.5930803,18.1963773
Region I – Ilocos ,Ilocos Sur,Alilem,56,120.5722244,16.9108142
Region I – Ilocos ,Ilocos Sur,Banayoyo,315,120.4991209,17.2350729
Region I – Ilocos ,Ilocos Sur,Bantay,466,120.447285,17.5983228
Region I – Ilocos ,Ilocos Sur,Burgos,275,120.5163949,17.3114833
Region I – Ilocos ,Ilocos Sur,Cabugao,392,120.4540193,17.791812
Region I – Ilocos ,Ilocos Sur,Caoayan,1140,120.3954282,17.5382154
Region I – Ilocos ,Ilocos Sur,Cervantes,73,120.6890055,16.9765445
Region I – Ilocos ,Ilocos Sur,Galimuyod,312,120.5221524,17.1889596
Region I – Ilocos ,Ilocos Sur,Gregorio del Pilar,117,120.6084832,17.1481741
Region I – Ilocos ,Ilocos Sur,Lidlidda,137,120.5394232,17.2653418
Region I – Ilocos ,Ilocos Sur,Magsingal,362,120.447285,17.6830987
Region I – Ilocos ,Ilocos Sur,Nagbukel,122,120.5394232,17.4345326
Region I – Ilocos ,Ilocos Sur,Narvacan,360,120.4933624,17.463462
Region I – Ilocos ,Ilocos Sur,Quirino,36,120.6890055,17.103087
Region I – Ilocos ,Ilocos Sur,Salcedo,109,120.5624474,17.1347188
Region I – Ilocos ,Ilocos Sur,San Emilio,52,120.5969758,17.2451452
Region I – Ilocos ,Ilocos Sur,San Esteban,426,120.4530456,17.3273706
Region I – Ilocos ,Ilocos Sur,San Ildefonso,686,120.3954282,17.623
Region I – Ilocos ,Ilocos Sur,San Juan,410,120.4703258,17.7427698
Region I – Ilocos ,Ilocos Sur,San Vicente,1013,120.3608455,17.6182471
Region I – Ilocos ,Ilocos Sur,Santa,141,120.447285,17.5135816
Region I – Ilocos ,Ilocos Sur,Santa Catalina,1441,120.3608455,17.5864413
Region I – Ilocos ,Ilocos Sur,Santa Cruz,449,120.4933624,17.061675
Region I – Ilocos ,Ilocos Sur,Santa Lucia,511,120.4703258,17.1288754
Region I – Ilocos ,Ilocos Sur,Santa Maria,479,120.4933624,17.3788066
Region I – Ilocos ,Ilocos Sur,Santiago,405,120.447285,17.2807261
Region I – Ilocos ,Ilocos Sur,Santo Domingo,504,120.4242401,17.6446171
Region I – Ilocos ,Ilocos Sur,Sigay,34,120.5969758,17.03398
Region I – Ilocos ,Ilocos Sur,Sinait,391,120.5048792,17.8534666
Region I – Ilocos ,Ilocos Sur,Sugpon,80,120.5969758,16.7808997
Region I – Ilocos ,Ilocos Sur,Suyo,92,120.5624474,16.9658223
Region I – Ilocos ,Ilocos Sur,Tagudin,260,120.4703258,16.9387501
Region I – Ilocos ,Ilocos Sur,Candon,587,120.4467176,17.1874035
Region I – Ilocos ,Ilocos Sur,Vigan,2145,120.386553,17.575835
Region I – Ilocos ,La Union,Agoo,1205,120.3550808,16.3247042
Region I – Ilocos ,La Union,Aringay,561,120.3884732,16.388791
Region I – Ilocos ,La Union,Bacnotan,538,120.3666099,16.7339713
Region I – Ilocos ,La Union,Bagulin,125,120.4933624,16.5975302
Region I – Ilocos ,La Union,Balaoan,570,120.4011911,16.8022485
Region I – Ilocos ,La Union,Bangar,962,120.4242401,16.8829454
Region I – Ilocos ,La Union,Bauang,1026,120.3550808,16.5143324
Region I – Ilocos ,La Union,Burgos,114,120.4703258,16.5380324
Region I – Ilocos ,La Union,Caba,476,120.378138,16.4474302
Region I – Ilocos ,La Union,Luna,835,120.3550808,16.8308486
Region I – Ilocos ,La Union,Naguilian,518,120.4127161,16.5156612
Region I – Ilocos ,La Union,Pugo,313,120.4760853,16.3213296
Region I – Ilocos ,La Union,Rosario,750,120.4703258,16.243367
Region I – Ilocos ,La Union,San Gabriel,140,120.5048792,16.6694259
Region I – Ilocos ,La Union,San Juan,651,120.3627578,16.6719671
Region I – Ilocos ,La Union,Santo Tomas,611,120.4011911,16.2753212
Region I – Ilocos ,La Union,Santol,133,120.5048792,16.7537529
Region I – Ilocos ,La Union,Sudipen,175,120.4882604,16.8998156
Region I – Ilocos ,La Union,Tubao,566,120.4242401,16.3558626
Region I – Ilocos ,La Union,San Fernando,1186,120.317111,16.614575
Region I – Ilocos ,Pangasinan,Agno,165,119.8120795,16.1032876
Region I – Ilocos ,Pangasinan,Aguilar,213,120.182022,15.8361182
Region I – Ilocos ,Pangasinan,Alcala,950,120.5394232,15.8546015
Region I – Ilocos ,Pangasinan,Anda,530,119.9856157,16.2982564
Region I – Ilocos ,Pangasinan,Asingan,861,120.6545022,16.0043719
Region I – Ilocos ,Pangasinan,Balungao,425,120.6890055,15.8837087
Region I – Ilocos ,Pangasinan,Bani,280,119.8583772,16.2229069
Region I – Ilocos ,Pangasinan,Basista,1373,120.3954282,15.8716297
Region I – Ilocos ,Pangasinan,Bautista,697,120.5163949,15.7952754
Region I – Ilocos ,Pangasinan,Bayambang,821,120.4127161,15.8007665
Region I – Ilocos ,Pangasinan,Binalonan,940,120.5969758,16.0658528
Region I – Ilocos ,Pangasinan,Binmaley,701,120.2858846,15.9988508
Region I – Ilocos ,Pangasinan,Bolinao,416,119.8927296,16.3425356
Region I – Ilocos ,Pangasinan,Bugallon,355,120.182022,15.9202228
Region I – Ilocos ,Pangasinan,Burgos,165,119.8699493,16.0627885
Region I – Ilocos ,Pangasinan,Calasiao,1968,120.3550808,15.9881323
Region I – Ilocos ,Pangasinan,Dasol,175,119.9046594,15.9625872
Region I – Ilocos ,Pangasinan,Infanta,97,119.950926,15.8712746
Region I – Ilocos ,Pangasinan,Labrador,255,120.1242853,16.0027382
Region I – Ilocos ,Pangasinan,Laoac,778,120.5394232,16.0434054
Region I – Ilocos ,Pangasinan,Lingayen,1646,120.2316188,16.0335552
Region I – Ilocos ,Pangasinan,Mabini,85,119.9971769,16.0327818
Region I – Ilocos ,Pangasinan,Malasiqui,992,120.4588059,15.9195445
Region I – Ilocos ,Pangasinan,Manaoag,1242,120.4933624,16.0506178
Region I – Ilocos ,Pangasinan,Mangaldan,2207,120.4011911,16.0650193
Region I – Ilocos ,Pangasinan,Mangatarem,231,120.2974199,15.7554816
Region I – Ilocos ,Pangasinan,Mapandan,1764,120.464566,16.0183677
Region I – Ilocos ,Pangasinan,Natividad,181,120.8384093,16.0382145
Region I – Ilocos ,Pangasinan,Pozorrubio,517,120.5163949,16.1100109
Region I – Ilocos ,Pangasinan,Rosales,950,120.6314948,15.8612554
Region I – Ilocos ,Pangasinan,San Fabian,1021,120.447285,16.1418764
Region I – Ilocos ,Pangasinan,San Jacinto,925,120.447285,16.0788317
Region I – Ilocos ,Pangasinan,San Manuel,410,120.6775054,16.1056069
Region I – Ilocos ,Pangasinan,San Nicolas,169,120.7809676,16.1206625
Region I – Ilocos ,Pangasinan,San Quintin,284,120.8384093,15.9754023
Region I – Ilocos ,Pangasinan,Santa Barbara,1336,120.4242401,15.9773962
Region I – Ilocos ,Pangasinan,Santa Maria,475,120.7,15.97998
Region I – Ilocos ,Pangasinan,Santo Tomas,1119,120.584722,15.711944
Region I – Ilocos ,Pangasinan,Sison,580,120.5394232,16.1694019
Region I – Ilocos ,Pangasinan,Sual,262,120.0549683,16.0976673
Region I – Ilocos ,Pangasinan,Tayug,842,120.7464897,16.0108539
Region I – Ilocos ,Pangasinan,Umingan,283,120.8269231,15.9039605
Region I – Ilocos ,Pangasinan,Urbiztondo,613,120.3320195,15.8446544
Region I – Ilocos ,Pangasinan,Villasis,822,120.5509358,15.9052332
Region I – Ilocos ,Pangasinan,Alaminos,546,119.9856157,16.1505291
Region I – Ilocos ,Pangasinan,Dagupan City,4600,120.3333124,16.0432998
Region I – Ilocos ,Pangasinan,San Carlos City,1116,120.3204873,15.8989343
Region I – Ilocos ,Pangasinan,Urdaneta,1354,120.5706933,15.9758027
Region II – Cagayan Valley,Batanes,Basco,255,121.0657883,14.3428364
Region II – Cagayan Valley,Batanes,Itbayat,34,121.8383269,20.7838749
Region II – Cagayan Valley,Batanes,Ivana,80,121.9302449,20.3780589
Region II – Cagayan Valley,Batanes,Mahatao,121,121.9529992,20.4051561
Region II – Cagayan Valley,Batanes,Sabtang,40,121.8448745,20.3054399
Region II – Cagayan Valley,Batanes,Uyugan,80,121.9529992,20.3734287
Region II – Cagayan Valley,Cagayan,Abulug,200,121.43419,18.3972783
Region II – Cagayan Valley,Cagayan,Alcala,231,121.6511258,17.9049718
Region II – Cagayan Valley,Cagayan,Allacapan,109,121.5598345,18.2161729
Region II – Cagayan Valley,Cagayan,Amulung,181,121.7423434,17.8464893
Region II – Cagayan Valley,Cagayan,Aparri,229,121.6420059,18.3550839
Region II – Cagayan Valley,Cagayan,Baggao,83,121.947311,17.9142351
Region II – Cagayan Valley,Cagayan,Ballesteros,286,121.5141615,18.3509887
Region II – Cagayan Valley,Cagayan,Buguey,183,121.7879244,18.2585476
Region II – Cagayan Valley,Cagayan,Calayan,34,121.4770988,19.2618857
Region II – Cagayan Valley,Cagayan,Camalaniugan,326,121.6967438,18.2753372
Region II – Cagayan Valley,Cagayan,Claveria,154,121.0911646,18.6014185
Region II – Cagayan Valley,Cagayan,Enrile,215,121.6511258,17.5688589
Region II – Cagayan Valley,Cagayan,Gattaran,80,121.8790306,18.0736485
Region II – Cagayan Valley,Cagayan,Gonzaga,69,122.1064668,18.2414828
Region II – Cagayan Valley,Cagayan,Iguig,254,121.7537404,17.7499497
Region II – Cagayan Valley,Cagayan,Lal-lo,63,121.8790306,18.1576715
Region II – Cagayan Valley,Cagayan,Lasam,183,121.5598345,18.047691
Region II – Cagayan Valley,Cagayan,Pamplona,113,121.3312882,18.4266461
Region II – Cagayan Valley,Cagayan,Peñablanca,39,121.947311,17.662681
Region II – Cagayan Valley,Cagayan,Piat,130,121.5598345,17.7531544
Region II – Cagayan Valley,Cagayan,Rizal,145,121.3770336,17.8277893
Region II – Cagayan Valley,Cagayan,Sanchez-Mira,112,121.193945,18.5362751
Region II – Cagayan Valley,Cagayan,Santa Ana,75,122.1556749,18.4816082
Region II – Cagayan Valley,Cagayan,Santa Praxedes,53,120.9991032,18.5187555
Region II – Cagayan Valley,Cagayan,Santa Teresita,114,121.9131761,18.2459143
Region II – Cagayan Valley,Cagayan,Santo Niño,64,121.491318,17.912669
Region II – Cagayan Valley,Cagayan,Solana,352,121.6511258,17.6528363
Region II – Cagayan Valley,Cagayan,Tuao,272,121.5038763,17.699209
Region II – Cagayan Valley,Cagayan,Tuguegarao City,1060,121.7303397,17.6226342
Region II – Cagayan Valley,Isabela,Alicia,464,121.6967438,16.806905
Region II – Cagayan Valley,Isabela,Angadanan,211,121.7879244,16.791298
Region II – Cagayan Valley,Isabela,Aurora,303,121.6169002,16.9774485
Region II – Cagayan Valley,Isabela,Benito Soliven,150,121.9245556,16.9347472
Region II – Cagayan Valley,Isabela,Burgos,325,121.7044149,17.0994105
Region II – Cagayan Valley,Isabela,Cabagan,117,121.8790306,17.3607797
Region II – Cagayan Valley,Isabela,Cabatuan,547,121.662532,16.9277583
Region II – Cagayan Valley,Isabela,Cordon,298,121.4684703,16.6783497
Region II – Cagayan Valley,Isabela,Delfin Albano,141,121.7423434,17.2592492
Region II – Cagayan Valley,Isabela,Dinapigue,5,122.2200065,16.6959631
Region II – Cagayan Valley,Isabela,Divilacan,6,122.151897,17.2704978
Region II – Cagayan Valley,Isabela,Echague,122,121.7171058,16.6701364
Region II – Cagayan Valley,Isabela,Gamu,231,121.7879244,17.0838631
Region II – Cagayan Valley,Isabela,Jones,68,121.7879244,16.5826218
Region II – Cagayan Valley,Isabela,Luna,430,121.7309452,16.9787186
Region II – Cagayan Valley,Isabela,Maconacon,8,122.1064668,17.362137
Region II – Cagayan Valley,Isabela,Mallig,192,121.6054893,17.1993375
Region II – Cagayan Valley,Isabela,Naguilian,188,121.8676464,16.9968391
Region II – Cagayan Valley,Isabela,Palanan,20,122.4014193,16.9969158
Region II – Cagayan Valley,Isabela,Quezon,125,121.6054893,17.3251266
Region II – Cagayan Valley,Isabela,Quirino,194,121.7423434,17.1755008
Region II – Cagayan Valley,Isabela,Ramon,390,121.5255815,16.8046953
Region II – Cagayan Valley,Isabela,Reina Mercedes,472,121.7993168,17.0087017
Region II – Cagayan Valley,Isabela,Roxas,441,121.6169002,17.1030766
Region II – Cagayan Valley,Isabela,San Agustin,82,121.8334868,16.4915291
Region II – Cagayan Valley,Isabela,San Guillermo,44,121.9700618,16.7183078
Region II – Cagayan Valley,Isabela,San Isidro,346,121.6169002,16.7473584
Region II – Cagayan Valley,Isabela,San Manuel,283,121.6169002,17.0193149
Region II – Cagayan Valley,Isabela,San Mariano,38,122.1291843,16.8782786
Region II – Cagayan Valley,Isabela,San Mateo,266,121.5940773,16.8767261
Region II – Cagayan Valley,Isabela,San Pablo,40,121.7943475,17.4615083
Region II – Cagayan Valley,Isabela,Santa Maria,203,121.6967438,17.4768522
Region II – Cagayan Valley,Isabela,Santo Tomas,285,121.7309452,17.3555172
Region II – Cagayan Valley,Isabela,Tumauini,143,121.8790306,17.2770781
Region II – Cagayan Valley,Isabela,Cauayan,385,121.7879244,16.9166244
Region II – Cagayan Valley,Isabela,Ilagan City,125,121.9708328,6.7055554
Region II – Cagayan Valley,Isabela,Santiago,528,121.5537152,16.7149832
Region II – Cagayan Valley,Nueva Vizcaya,Alfonso Castaneda,9,121.3084088,15.9318902
Region II – Cagayan Valley,Nueva Vizcaya,Ambaguio,98,121.0564425,16.5793584
Region II – Cagayan Valley,Nueva Vizcaya,Aritao,140,121.0105733,16.2514964
Region II – Cagayan Valley,Nueva Vizcaya,Bagabag,193,121.2855249,16.5833702
Region II – Cagayan Valley,Nueva Vizcaya,Bambang,155,121.1022942,16.4041468
Region II – Cagayan Valley,Nueva Vizcaya,Bayombong,377,121.1596811,16.4878661
Region II – Cagayan Valley,Nueva Vizcaya,Diadi,100,121.3312882,16.659499
Region II – Cagayan Valley,Nueva Vizcaya,Dupax del Norte,79,121.1220703,16.3058213
Region II – Cagayan Valley,Nueva Vizcaya,Dupax del Sur,51,121.0967899,16.291992
Region II – Cagayan Valley,Nueva Vizcaya,Kasibu,118,121.3312882,16.3665886
Region II – Cagayan Valley,Nueva Vizcaya,Kayapa,32,120.9417368,16.4932638
Region II – Cagayan Valley,Nueva Vizcaya,Quezon,79,121.2855249,16.4577856
Region II – Cagayan Valley,Nueva Vizcaya,Santa Fe,40,120.8728615,16.1898433
Region II – Cagayan Valley,Nueva Vizcaya,Solano,426,121.1824925,16.5271332
Region II – Cagayan Valley,Nueva Vizcaya,Villaverde,227,121.1481284,16.6061604
Region II – Cagayan Valley,Quirino,Aglipay,172,121.6054893,16.4464328
Region II – Cagayan Valley,Quirino,Cabarroguis,118,121.5167177,16.5236574
Region II – Cagayan Valley,Quirino,Diffun,164,121.4684703,16.5528764
Region II – Cagayan Valley,Quirino,Maddela,42,121.7879244,16.332553
Region II – Cagayan Valley,Quirino,Nagtipunan,39,121.4913182,16.1524327
Region II – Cagayan Valley,Quirino,Saguday,311,121.57125,16.5461135
Region III – Central Luzon ,Aurora,Baler,428,121.0191879,14.6457119
Region III – Central Luzon ,Aurora,Casiguran,34,122.0633195,16.2277929
Region III – Central Luzon ,Aurora,Dilasag,52,122.151897,16.4374658
Region III – Central Luzon ,Aurora,Dinalungan,36,121.8790306,16.150936
Region III – Central Luzon ,Aurora,Dingalan,84,121.3780165,15.4000077
Region III – Central Luzon ,Aurora,Dipaculao,82,121.6331088,15.984298
Region III – Central Luzon ,Aurora,Maria Aurora,96,121.4594947,15.801574
Region III – Central Luzon ,Aurora,San Luis,45,121.4684703,15.6357233
Region III – Central Luzon ,Bataan,Abucay,500,120.4933624,14.7128091
Region III – Central Luzon ,Bataan,Bagac,117,120.4127161,14.5892275
Region III – Central Luzon ,Bataan,Dinalupihan,1150,120.4545801,14.8780629
Region III – Central Luzon ,Bataan,Hermosa,420,120.4242401,14.8269095
Region III – Central Luzon ,Bataan,Limay,657,120.5509358,14.5278776
Region III – Central Luzon ,Bataan,Mariveles,829,120.4588059,14.457977
Region III – Central Luzon ,Bataan,Morong,136,120.3060025,14.7188504
Region III – Central Luzon ,Bataan,Orani,1031,120.4760853,14.7933477
Region III – Central Luzon ,Bataan,Orion,856,120.5624474,14.5989058
Region III – Central Luzon ,Bataan,Pilar,1112,120.4933624,14.6088458
Region III – Central Luzon ,Bataan,Samal,627,120.5163949,14.7718818
Region III – Central Luzon ,Bataan,Balanga,861,120.529452,14.675998
Region III – Central Luzon ,Bulacan,Angat,962,121.0208845,14.9380065
Region III – Central Luzon ,Bulacan,Balagtas,2580,120.9130435,14.8227794
Region III – Central Luzon ,Bulacan,Baliuag,3329,120.8843434,14.9672031
Region III – Central Luzon ,Bulacan,Bocaue,3755,120.9357876,14.8056671
Region III – Central Luzon ,Bulacan,Bulacan,1050,120.8799008,14.7942735
Region III – Central Luzon ,Bulacan,Bustos,958,120.927572,14.9379359
Region III – Central Luzon ,Bulacan,Calumpit,1933,120.769476,14.9011437
Region III – Central Luzon ,Bulacan,Doña Remedios Trinidad,24,121.216847,15.11427
Region III – Central Luzon ,Bulacan,Guiguinto,3627,120.8855897,14.8370235
Region III – Central Luzon ,Bulacan,Hagonoy,1259,120.734995,14.791933
Region III – Central Luzon ,Bulacan,Marilao,6579,120.9704234,14.7728024
Region III – Central Luzon ,Bulacan,Norzagaray,359,121.1446143,14.8744717
Region III – Central Luzon ,Bulacan,Obando,1136,120.9253285,14.7262727
Region III – Central Luzon ,Bulacan,Pandi,2855,120.9592956,14.8756999
Region III – Central Luzon ,Bulacan,Paombong,1150,120.7867129,14.8102948
Region III – Central Luzon ,Bulacan,Plaridel,3323,120.8671201,14.8814829
Region III – Central Luzon ,Bulacan,Pulilan,2440,120.8384093,14.9324868
Region III – Central Luzon ,Bulacan,San Ildefonso,812,121.0105733,15.0417552
Region III – Central Luzon ,Bulacan,San Miguel,665,121.0105733,15.166425
Region III – Central Luzon ,Bulacan,San Rafael,621,120.9532123,14.998451
Region III – Central Luzon ,Bulacan,Santa Maria,2821,120.9991032,14.8463073
Region III – Central Luzon ,Bulacan,Malolos,3748,120.8147138,14.8567549
Region III – Central Luzon ,Bulacan,Meycauayan,6513,120.9739288,14.7498856
Region III – Central Luzon ,Bulacan,San Jose del Monte,5440,121.1022942,14.8205675
Region III – Central Luzon ,Nueva Ecija,Aliaga,706,120.8613785,15.5120421
Region III – Central Luzon ,Nueva Ecija,Bongabon,264,121.2397438,15.6719324
Region III – Central Luzon ,Nueva Ecija,Cabiao,706,120.8728615,15.228918
Region III – Central Luzon ,Nueva Ecija,Carranglan,58,121.03351,15.975838
